numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
383/2020C,,"CANASTA BÁSICA DE SALUD ALIMENTARIA","Ley Ordinaria","[""H.S.Juan Luis Castro Córdoba"",""H.S.Wilson Arias Castillo"",""H.S.Gustavo Bolivar Moreno"",""H.S.Antonio sanguino Páez"",""H.S.Ivan Darío agudelo zapata"",""H.S.Victoria Sandino Simanca Herrera"",""H.S.Jorge Eduardo Londoño Ulloa"",""H.S.Jesús Alberto Castilla Salazar"",""H.S.Armando Alberto Benedetti Villaneda"",""H.S.Luis Fernando Velasco Chaves"",""H.R.Fabián Díaz Plata"",""H.R.David Ricardo Racero Mayorca"",""H.R.Gloria Betty Zorro Africano"",""H.R.Jorge Enrique Burgos Lugo"",""H.R.Ángela María Robledo Gómez"",""H.R.León Fredy Muñoz Lopera"",""H.R.María José Pizarro Rodríguez""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/canasta-basica-de-salud-alimentaria,"“Por medio de la cual se adoptan medidas para promover la producción, distribución y consumo de los alimentos saludables de la Canasta Básica de Salud Alimentaria 'CABASA'”.","La presente ley adopta medidas que promueven la producción, distribución y consumo de los alimentos saludables de la Canasta Básica de Salud Alimentaria 'CABASA' desde las instancias de la política alimentaria de Colombia, con el objetivo de promover su accesibilidad y asequibilidad a través del fomento de la agricultura campesina familiar y comunitaria, para prevenir la aparición de enfermedades no transmisibles relacionadas con los hábitos alimentarios inadecuados, promoviendo la alimentación saludable, sostenible y asequible para la población"
382/2020C,,"CANASTA BÁSICA","Acto Legislativo","[""H.R.Fabio Fernando Arroyave Rivas"",""H.R.Rodrigo Arturo Rojas Lara"",""H.R.Henry Fernando Correal Herrera"",""H.R.Flora Perdomo Andrade"",""H.R.Kelyn Johana González Duarte"",""H.R.Silvio José Carrasquilla Torres"",""H.R.John Jairo Roldan Avendaño"",""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Harry Giovanny González García"",""H.R.Hernán Gustavo Estupiñan Calvache"",""H.R.Andrés David Calle Aguas"",""H.R.Oscar Hernán Sánchez León"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Alejandro Carlos Chacón Camargo"",""H.R.Víctor Manuel Ortiz Joya"",""H.R.Nilton Córdoba Manyoma""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/canasta-basica,"“Por medio del cual se incluye un artículo en el Capítulo I, del Título II de la Constitución Política de 1991”","Busca incorporar un artículo nuevo a la Constitución Política Nacional en el sentido de señalar que la canasta básica familiar tendrá el carácter de derecho fundamental, con las implicaciones que ello deriva. Lo anterior atendido a criterios de equidad y progresividad en el acceso a derechos fundamentales, en donde además de garantizar su acceso permanente, se prevé que, en ningún momento podrá ser sujeto de impuestos que encarezcan y, por lo tanto, limiten su acceso universal."
381/2020C,,TRANSFUGUISMO,"Ley Ordinaria","[""H.S.John Milton Rodriguez Gonzalez"",""H.S.Jonatán Tamayo Pérez"",""H.S.Eduardo Emilio Pacheco Cuello"",""H.S.Esperanza Andrade de Osso""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/transfuguismo,"Por medio del cual se adiciona el Artículo 2 de la Ley 1475 de 2.011","Se brinde la posibilidad a quienes ostentan una credencial de Corporación Pública, se puedan cambiar a otro partido político sin tener que renunciar a la curul."
380/2020C,,BACTERIOLOGOS,"Ley Ordinaria","[""H.R.Carlos Eduardo Acosta Lozano"",""H.R.Juan Diego Echavarría Sánchez"",""H.R.Norma Hurtado Sánchez"",""H.R.Jairo Giovany Cristancho Tarache""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/bacteriologos,"“Por medio de la cual se modifica parcialmente la ley 715 de 2001 y otras disposiciones”","La presente ley tiene por objeto regular la financiación pública del Tribunal Nacional Bioético y Deontológico de Bacteriología y Los Tribunales Seccionales Bioéticos y Deontológicos de Bacteriología, creados por la ley 1193 de 2008."
379/2020C,,"ACOMPAÑAMIENTO ESTUDIO IDIOMAS","Ley Ordinaria","[""H.R.León Fredy Muñoz Lopera""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/acompanamiento-estudio-idiomas,"“POR MEDIO DEL CUAL SE BRINDA UN ACOMPAÑAMIENTO PARA EL ESTUDIO EN IDIOMAS Y SE DICTAN OTRAS DISPOSICIONES”","Brindar un acompañamiento a los colombianos que aspiran acceder a la oferta educativa en idiomas, a través de la creación de una oficina adscrita al Ministerio de Educación Nacional y la Cancillería de Colombia, cuya tarea principal es la de integrar la oferta educativa en idiomas en el exterior o en el país, estableciendo igualmente unas condiciones de gestión y promoción."
378/2020C,,"VOCALES DE CONTROL","Ley Ordinaria","[""H.S.Carlos Eduardo Guevara villabón"",""H.S.Aydee lizarazo cubillos"",""H.S.Manuel Antonio Virgüez Piraquive"",""H.R.Irma Luz Herrera Rodríguez""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/vocales-de-control-0,"“POR MEDIO DEL CUAL SE RECONOCE Y SE FORTALECE LA LABOR QUE EJERCEN LOS VOCALES DE CONTROL DE SERVICIOS PÚBLICOS DOMICILIARIOS Y SE DICTAN OTRAS DISPOSICIONES.”","La presente ley tiene por objeto reconocer y fortalecer la labor que ejercen los vocales de control de servicios públicos domiciliarios a nivel nacional, como representantes de los Comités de Desarrollo y Control Social ante la prestadora de servicios públicos domiciliarios."
377/2020C,305/2022S,"ZONA ESPECIAL NARIÑO","Ley Ordinaria","[""H.S.Myriam Alicia Paredes Aguirre"",""H.S.Carlos Eduardo Enríquez Maya"",""H.S.Berner león Zambrano Erazo"",""H.R.Hernán Gustavo Estupiñan Calvache"",""H.R.Diela Liliana Benavides Solarte"",""H.R.Teresa De Jesús Enríquez Rosero""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/zona-especial-narino,"“Por medio de la cual se crea el régimen de Zona Turística, Económica y Social Especial (ZTESE) para los Municipios limítrofes del Departamento de Nariño  con la República del Ecuador”","Mediante el presente proyecto de Ley se propone beneficios fiscales y económicos para algunos municipios fronterizos en el Departamento de Nariño, a través de la creación de una de Zona Turística, Económica y Social Especial (ZTESE) para los municipios limítrofes con la República del Ecuador en el Departamento de Nariño, que permita atender las difíciles condiciones del mercado laboral (altas tasas de desempleo e informalidad), y los bajos niveles de inversión, el cierre de la frontera y la emergencia social, económica y sanitaria originada por el Covid-19."
376/2020C,,"CONTRATACIÓN ESTATAL","Ley Ordinaria","[""H.R.Juan Fernando Reyes Kuri"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Nubia López Morales"",""H.R.Alejandro Alberto Vega Pérez"",""H.R.Víctor Manuel Ortiz Joya"",""H.R.Henry Fernando Correal Herrera"",""H.R.Nevardo Eneiro Rincón Vergara""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/contratacion-estatal-1,"“Por medio de la cual se modifican algunos aspectos del estatuto general de contratación y la ejecución presupuestal, y se introducen herramientas que permiten fortalecer la lucha contra la corrupción”","La presente ley tiene como fin modificar algunos aspectos del estatuto general de contratación y la ejecución presupuestal, e introducir herramientas que permitan fortalecer la lucha contra la corrupción."
375/2020C,,CAMPESINIDAD,"Ley Ordinaria","[""H.S.Carlos Eduardo Guevara villabón"",""H.S.Aydee lizarazo cubillos"",""H.S.Manuel Antonio Virgüez Piraquive"",""H.R.Irma Luz Herrera Rodríguez""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/campesinidad,"“POR MEDIO DE LA CUAL SE DICTAN NORMAS SOBRE CAMPESINIDAD AGRO RURAL EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES”","El presente proyecto busca garantizar el acceso en condiciones de igualdad, a los beneficios sociales, educativos, y de capacitación para la productividad de los campesinos colombianos, buscando la sostenibilidad del campo mediante el bienestar de sus pobladores."
374/2020C,,"RIESGOS LABORALES","Ley Ordinaria","[""H.S.Fabian Gerardo Castillo Suarez"",""H.R.Erasmo Elías Zuleta Bechara"",""H.R.Wilmer Ramiro Carrillo Mendoza"",""H.R.Hernando Guida Ponce"",""H.R.José Eliécer Salazar López"",""H.R.Harold Augusto Valencia Infante"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.Elbert Díaz Lozano"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.Anatolio Hernández Lozano"",""H.R.Teresa De Jesús Enríquez Rosero"",""H.R.Alonso José del Rio Cabarcas"",""H.R.Martha Patricia Villalba Hodwalker"",""H.R.Monica Maria Raigoza Morales"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.Alfredo Rafael Deluque Zuleta"",""H.R.Norma Hurtado Sánchez"",""H.R.Jorge Enrique Burgos Lugo"",""H.R.José Edilberto Caicedo Sastoque"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Milene Jarava Díaz"",""H.R.José Gabriel Amar Sepúlveda"",""H.R.César Augusto Lorduy Maldonado"",""H.R.John Jairo Roldan Avendaño"",""H.R.Jhon Arley Murillo Benítez"",""H.R.Nestor Leonardo Rico Rico"",""H.R.Alfredo Ape Cuello Baute"",""H.R.Juan Diego Echavarría Sánchez"",""H.R.Alejandro Carlos Chacón Camargo"",""H.R.Eloy Chichí Quintero Romero""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/riesgos-laborales,"“Por la cual se modifica el Sistema General de Riesgos Laborales”","La presente ley tiene como objetivo regular los gastos de administración de las entidades administradoras de riesgos laborales, las cotizaciones al Sistema General de Riesgos Laborales, los reportes de información financiera e informes de inspección vigilancia y control que, sobre el uso de los recursos del Sistema, deberá realizar el Ministerio de Trabajo."
373/2020C,,CATEDRAS,"Ley Ordinaria","[""H.R.Silvio José Carrasquilla Torres""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/catedras,"“Por medio del cual se establece como obligatoria en todas las instituciones educativas la cátedra de formación ciudadana y se articula en un solo eje curricular con las cátedras estudios afrocolombianos, la atención educativa para grupos étnicos, la educación ambiental y la cátedra para la paz.”","Establecer en las Instituciones educativas públicas y privadas, de los niveles básica primaria, básica secundaria y educación media del país, la obligatoriedad la Cátedra Formación Ciudadana y su articulación, en un solo eje curricular, con las cátedras de estudios afrocolombianos, atención educativa para grupos étnicos, educación ambiental y la cátedra para la paz."
372/2020C,,"FONDO DE FINANCIACIÓN VACUNA","Ley Ordinaria","[""H.R.Juan Diego Echavarría Sánchez"",""H.R.Henry Fernando Correal Herrera"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Juan Carlos Reinales Agudelo"",""H.R.María Cristina Soto De Gómez"",""H.R.Jhon Arley Murillo Benítez""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/fondo-de-financiacion-vacuna,"“Por medio de la cual se crea y regula el fondo de financiación voluntario y solidario de la vacuna para el Covid-19”","La presente ley tiene por objeto crear y regular el fondo de financiación voluntario y solidario de la vacuna para el Covid-19."
371/2020C,383/2021S,"PATRIMONIO FESTIVAL DE GAITAS","Ley Ordinaria","[""H.R.Silvio José Carrasquilla Torres""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/patrimonio-festival-de-gaitas,"Por medio de la cual se declara patrimonio cultural inmaterial de la nación el Festival Nacional Autóctono de Gaitas de San Jacinto ""Toño Fernández, Nolasco Mejía y Mañe Mendoza"" y todas sus manifestaciones culturales y artesanales.","Se busca resaltar el aporte cultural y la labor del Festival Nacional Autóctono de Gaitas de San Jacinto ""Toño Fernández, Nolasco Mejía y Mañe Mendoza"" y el municipio de San Jacinto en la creación del mismo."
370/2020C,,"CORREDORES ECOLÓGICOS","Ley Ordinaria","[""H.R.Jorge Enrique Burgos Lugo"",""H.R.Milene Jarava Díaz"",""H.R.Martha Patricia Villalba Hodwalker"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.Monica Maria Raigoza Morales"",""H.R.John Jairo Cárdenas Morán"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.José Eliécer Salazar López"",""H.R.Alonso José del Rio Cabarcas"",""H.R.Erasmo Elías Zuleta Bechara"",""H.R.Monica Liliana Valencia Montaña"",""H.R.Sara Elena Piedrahita Lyons"",""H.R.Harold Augusto Valencia Infante"",""H.R.Astrid Sánchez Montes De Oca""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/corredores-ecologicos,"“POR MEDIO DEL CUAL SE CREA LA RED ESTRATÉGICA DE CORREDORES ECOLÓGICOS EN COLOMBIA, PARA LA PRESERVACIÓN DEL MEDIO AMBIENTE Y SE DICTAN OTRAS DISPOSICIONES”","La presente ley tiene por objeto la creación estrategia de corredores ecológicos, para el fortalecimiento de una infraestructura Verde y lograr la conectividad y restauración tanto ecológica como biológica en todo el territorio nacional."
369/2020C,,"APOLOGÍA AL NARCOTRÁFICO","Ley Ordinaria","[""H.R.Andrés David Calle Aguas""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/apologia-al-narcotrafico,"“Por medio de la cual se establece el delito de apología al narcotráfico y se dictan otras disposiciones”","Establecer el delito de apología al narcotráfico. Con el fin de evitar la continua reproducción de símbolos y acciones que atentan contra la memoria de las víctimas, y contribuyen a mantener vivas, y aceptadas socialmente estas prácticas ilegales sanguinarias en la sociedad."
368/2020C,,"CÓDIGO DE ÉTICA TRABAJADORES SOCIALES","Ley Ordinaria","[""H.R.Wilmer Leal Pérez""]",Retirado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/codigo-de-etica-trabajadores-sociales,"“Por medio del cual se promulga el Código de Ética de los Trabajadores Sociales en Colombia”","El objeto del presente Código es proporcionar a los trabajadores sociales lineamientos y orientaciones para el ejercicio profesional, en el marco de los derechos humanos y lo consagrado en la Constitución Política de Colombia. De igual forma, establecer el procedimiento para tratar asuntos disciplinarios por faltas contra la ética."
367/2020C,,"IMPACTO FISCAL","Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Carlos Julio Bonilla Soto""]",Archivado,"Comisión Cuarta o Presupuesto","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/impacto-fiscal,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 819 DE 2003 Y SE MODIFICA EL CONCEPTO DE IMPACTO FISCAL","Con esta iniciativa se pretende aumentar la reglamentación existente frente al Concepto de Control Fiscal que puede emitir el Ministerio de Hacienda y Crédito Público frente a las Iniciativas legislativas que tramita el Congreso de la República."
366/2020C,310/2020S,CONTRATISTAS,"Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Alejandro Alberto Vega Pérez""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/contratistas-0,"“POR MEDIO DE LA CUAL SE TOMAN MEDIDAS PARA PROTEGER LOS DERECHOS DE LAS PERSONAS NATURALES QUE CELEBREN CONTRATOS DE PRESTACIÓN DE SERVICIOS CON ENTIDADES PÚBLICAS Y SE DICTAN OTRAS DISPOSICIONES”","La presente ley tiene por objeto proteger los derechos de las personas naturales que celebran contratos de prestación de servicios con entidades públicas, mediante el mejoramiento de las condiciones de ejecución contractual, de tal forma que los deberes de cotización al Sistema de Seguridad Social Integral sean más justos, se eviten responsabilidades fiscales para las entidades contratantes y se prevengan prácticas de evasión y elusión de aportes."
317/2020C,,"CORRIDAS INCRUENTAS","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/corridas-incruentas,"“Por medio de la cual se prohíbe la utilización de elementos que laceren, mutilen, hieran, quemen o den muerte en espectáculos públicos a animales y se dictan otras disposiciones”","Esta iniciativa busca proteger a los animales de cualquier dolor o sufrimiento que le pudiere causar el ser humano antes, durante o después de la realización de un espectáculo público, toda vez que la reglamentación vigente no logra cumplir el objetivo de proteger la integridad física y emocional de los animales ante las múltiples manifestaciones de violencia contra estos seres."
316/2020C,,"DESARROLLO FAMILIAR","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/desarrollo-familiar,"Por medio de la cual se dicta normas para el ejercicio de la Profesión de Desarrollo Familiar, se expide el código deontólogico y ético, se le otorgan facultades al Colegio Nacional de profesionales en Desarrollo Familiar, se deroga la ley 429 de 1998 y se dictan otras disposiciones relativas al ejercicio de la profesión","El desarrollo familiar es una profesión de las ciencias sociales que tiene como objeto formar un recurso humano con capacidad y habilidad para comprender la realidad familiar e intervenir la problemática de las familias colombianas, contribuir a la formulación de políticas públicas y diseñar alternativas orientadas al mejoramiento de la calidad de vida de las familias y la de cada uno de sus miembros. El desarrollo familiar reconoce en las familias un papel central en el desarrollo humano y social."
315/2020C,354/2022S,"REGULACION CRIADEROS ANIMALES","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/regulacion-criaderos-animales,"“Por el cual se regulan las condiciones de Bienestar Animal en la Reproducción, Cría y Comercialización de Animales de compañía en el territorio colombiano”","Reglamentar las actividades relacionadas con la explotación de animales de compañía, por parte de todo tipo de criadero, los criaderos comerciales y criadores individuales, como las tiendas de animales y veterinarias; buscando siempre que se cumpla con los principios contenidos en el artículo 3 de la ley 1774 de 2016."
314/2020C,311/2022S,"RESIDUOS SOLIDOS","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/residuos-solidos-3,"“Por la cual se establecen los lineamientos para la gestión integral de Residuos Sólidos Especiales (RSE), en el marco de la responsabilidad extendida del productor”","La presente ley tiene como objeto regular, dentro del marco de la gestión integral y velando por la protección de la salud humana y el medio ambiente, todo lo relacionado con la generación, el manejo, el almacenamiento, transporte, la transformación, y el tratamiento de los Residuos Sólidos Especiales (RSE), promoviendo la minimización, el aprovechamiento y el coprocesamiento, en el marco de la responsabilidad extendida del productor y toda la cadena de gestión (distribuidor, comercializador, consumidor, operadores logísticos y gestores de residuos) con el fin de promover la economía circular y dar aplicación efectiva al principio medio ambiental de quien contamina paga."
313/2020C,,"ADOPCION VIENTRE MATERNO","Ley Ordinaria","[""H.R.Julián Peinado Ramírez""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/adopcion-vientre-materno-0,"“Por medio de la cual se autoriza la adopción desde el vientre materno, se crea el Programa Nacional de Asistencia Médica y Psicológica para Mujeres en Estado de Embarazo No Deseado y se dictan otras disposiciones”","El objeto de la presente ley es autorizar la adopción desde el vientre materno otorgando alternativas a las mujeres que se encuentren en estado de embarazo no deseado. De igual forma se crea el Programa Nacional de Asistencia Médica y Psicológica para Mujeres en Estado de Embarazo No Deseado."
312/2020C,,"RECURSOS DEL FOME","Ley Ordinaria","[""H.S.Roy Leonardo Barreras Montealegre""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/recursos-del-fome,"“POR MEDIO DE LA CUAL SE REFORMA Y ADICIONA EL DECRETO 
LEGISLATIVO 444 DE 2020 Y SE DICTAN OTRAS DISPOSICIONES”","La presente ley tiene por objeto modificar el Decreto 
Legislativo 444 de 2020, para garantizar la destinación en forma preponderante de 
los recursos económicos necesarios para fortalecer el sistema de salud en Colombia ante la crisis derivada de la pandemia del Covid-19, a través del Fondo para la Mitigación de Emergencias FOME."
311/2020C,200/2020S,"SISTEMA GRAL DE REGALIAS","Ley Ordinaria","[""H.S.Fabio Raul Amin Saleme"",""H.S.Juan Diego Gómez Jiménez"",""H.R.Edwin Gilberto Ballesteros Archila"",""H.R.Felix Alejandro Chica Correa"",""H.R.Christian José Moreno Villamizar"",""H.R.Héctor Javier Vergara Sierra"",""H.R.Jaime Rodríguez Contreras"",""H.R.Víctor Manuel Ortiz Joya"",""Ministro de Hacienda y Crédito Público"",""doctor ALBERTO CARRASQUILLA BARRERA"",""Ministro de Minas y Energia"",""doctor DIEGO MESA PUYO""]",Ley,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/sistema-gral-de-regalias,"Por el cual se regula la organización y el funcionamiento del Sistema General de Regalías","Conforme con lo dispuesto por el artículo 360 y 361 de la Constitución Política, la presente ley tiene por objeto determinar la distribución, objetivos, fines, administración, ejecución, control, el uso eficiente y la destinación de los ingresos provenientes de la explotación de los recursos naturales no renovables precisando las condiciones de participación de sus beneficiarios. Este conjunto de ingresos, asignaciones, órganos, procedimientos y regulaciones constituye el Sistema General de Regalías."
310/2020C,387/2020S,"EMPRENDIMIENTO Y ESCALAMIENTO DEL TEJIDO","Ley Ordinaria","[""H.S.Ciro Alejandro Ramírez Cortes"",""H.S.José Alfredo Gnecco Zuleta"",""H.S.Andrés García Zuccardi"",""H.S.Mauricio Gómez Amín"",""H.S.Richard Alfonso Aguilar Villa"",""H.R.Erasmo Elías Zuleta Bechara"",""H.R.César Augusto Lorduy Maldonado"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Yamil Hernando Arana Padaui"",""H.R.John Jairo Roldan Avendaño"",""H.R.Jaime Felipe Lozada Polanco"",""H.R.Nestor Leonardo Rico Rico"",""H.R.Wilmer Ramiro Carrillo Mendoza"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Salim Villamil Quessep"",""H.R.John Jairo Cárdenas Morán"",""H.R.Luvi Katherine Miranda Peña"",""H.R.Alejandro Carlos Chacón Camargo"",""H.R.José Gabriel Amar Sepúlveda"",""H.R.Nidia Marcela Osorio Salgado"",""H.R.Fabio Fernando Arroyave Rivas""]",Ley,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/emprendimiento-y-escalamiento-del-tejido,"“Por medio de la cual se fortalece el emprendimiento y el escalamiento del tejido empresarial nacional.”","La presente ley tiene como objetivo incentivar el emprendimiento y escalamiento del tejido empresarial colombiano a través del fortalecimiento de los fondos de capital privado."
309/2020C,,"ENTORNOS SALUDABLES","Ley Ordinaria","[""H.S.Angélica lisbeth lozano correa"",""H.S.Gustavo Bolivar Moreno"",""H.S.Wilson Arias Castillo"",""H.S.Jorge Eduardo Londoño Ulloa"",""H.S.Jose Aulo Polo Narvaez"",""H.S.Antonio sanguino Páez"",""H.S.Armando Alberto Benedetti Villaneda"",""H.S.Juan Luis Castro Córdoba"",""H.R.León Fredy Muñoz Lopera"",""H.R.Luvi Katherine Miranda Peña"",""H.R.David Ricardo Racero Mayorca"",""H.R.Fabián Díaz Plata"",""H.R.María José Pizarro Rodríguez"",""H.R.César Augusto Pachón Achury"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Omar De Jesús Restrepo Correa"",""H.R.Ángela María Robledo Gómez"",""H.R.Harry Giovanny González García"",""H.R.Jorge Enrique Burgos Lugo""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/entornos-saludables,"“Por medio del cual se promueven entornos alimentarios saludables y se desincentiva el consumo de productos comestibles nocivos y se dictan otras disposiciones”","El objeto de la presente ley consiste en contribuir a la protección y garantía del derecho fundamental y autónomo a la salud, crear y promover políticas, estrategias, programas y lineamientos que impacten de forma positiva la salud pública de Colombia, así como obtener recursos para financiar el sistema de seguridad social en salud."
308/2020C,229/2021S,"PESCA RESPONSABLE","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.S.Armando Alberto Benedetti Villaneda"",""H.S.Victoria Sandino Simanca Herrera"",""H.S.Aida Yolanda Avella Esquivel"",""H.S.Richard Alfonso Aguilar Villa"",""H.S.Guillermo García Realpe"",""H.S.Griselda Lobo Silva"",""H.S.Pablo Catatumbo Torres Victoria"",""H.S.Maria del Rosario Guerra de la Espriella"",""H.S.Sandra Liliana Ortiz Nova"",""H.R.Alejandro Carlos Chacón Camargo"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Rubén Darío Molano Piñeros"",""H.R.Julián Peinado Ramírez"",""H.R.Abel David Jaramillo Largo"",""H.R.Franklin Del Cristo Lozano De La Ossa"",""H.R.Jhon Arley Murillo Benítez"",""H.R.Carlos Julio Bonilla Soto"",""H.R.César Augusto Pachón Achury"",""H.R.José Luis Pinedo Campo"",""H.R.Enrique Cabrales Baquero"",""H.R.Luvi Katherine Miranda Peña"",""H.R.Aquileo Medina Arteaga"",""H.R.Mauricio Parodi Díaz"",""H.R.Nubia López Morales"",""H.R.Bayardo Gilberto Betancourt Pérez"",""H.R.Nicolás Albeiro Echeverry Alvarán"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.Karina Estefanía Rojano Palacio"",""H.R.Karen Violette Cure Corcione"",""H.R.José Eliécer Salazar López"",""H.R.Alfredo Rafael Deluque Zuleta"",""H.R.Gloria Betty Zorro Africano"",""H.R.Eloy Chichí Quintero Romero"",""H.R.Anatolio Hernández Lozano"",""H.R.Ángel María Gaitán Pulido"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.Nilton Córdoba Manyoma"",""H.R.Harold Augusto Valencia Infante"",""H.R.Ángela Patricia Sánchez Leal"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Omar De Jesús Restrepo Correa"",""H.R.César Augusto Lorduy Maldonado"",""H.R.Jorge Enrique Benedetti Martelo"",""H.R.César Augusto Ortiz Zorro""]",Archivado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2020-2021,https://www.camara.gov.co/pesca-responsable,"“POR MEDIO DEL CUAL SE ESTABLECEN PRINCIPIOS PARA EL DESARROLLO DE LA PESCA DE FORMA SOSTENIBLE”","El proyecto de ley que se presenta a continuación tiene como objeto incorporar a la legislación y a la práctica pesquera en Colombia una serie de principios rectores para desarrollar la actividad de la pesca. En este sentido, se busca retomar elementos de la normatividad internacional que se ha venido construyendo sobre este tema, para avanzar en la defensa de prácticas sostenibles ambientalmente y que garanticen un manejo eficiente, responsable y racional de los recursos pesqueros."
